               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/Bishop_mAP,    metrics/King_mAP,    metrics/Pawn_mAP,    metrics/Rook_mAP,  metrics/Knight_mAP,   metrics/Queen_mAP,metrics/Bishop_mAP_50, metrics/King_mAP_50, metrics/Pawn_mAP_50, metrics/Rook_mAP_50,metrics/Knight_mAP_50,metrics/Queen_mAP_50
                  87,            0.032457,            0.073299,            0.022743,             0.97145,             0.48457,             0.65797,             0.51073,            0.024078,            0.028466,            0.027176,             0.00226,             0.00226,             0.00226,             0.83312,             0.72194,             0.78141,             0.28457,              0.2648,             0.17852,               0.995,               0.995,               0.995,              0.3204,              0.3626,             0.27983
                  88,            0.032475,             0.04471,            0.027167,             0.97145,             0.48457,             0.65797,             0.51073,            0.024078,            0.028466,            0.027176,             0.00217,             0.00217,             0.00217,             0.83312,             0.72194,             0.78141,             0.28457,              0.2648,             0.17852,               0.995,               0.995,               0.995,              0.3204,              0.3626,             0.27983
                  89,            0.031804,            0.054734,            0.022901,             0.97163,             0.46118,               0.652,             0.50002,            0.027632,            0.027954,            0.027131,             0.00208,             0.00208,             0.00208,             0.87059,             0.75324,             0.69267,             0.25515,             0.20754,             0.22094,               0.995,               0.995,               0.995,             0.31893,              0.3301,             0.27799
                  90,            0.028973,            0.063677,            0.021428,             0.97163,             0.46118,               0.652,             0.50002,            0.027632,            0.027954,            0.027131,             0.00199,             0.00199,             0.00199,             0.87059,             0.75324,             0.69267,             0.25515,             0.20754,             0.22094,               0.995,               0.995,               0.995,             0.31893,              0.3301,             0.27799
                  91,            0.031199,            0.076744,            0.022659,             0.96584,             0.49185,             0.65672,             0.49725,            0.021334,            0.027935,            0.027009,              0.0019,              0.0019,              0.0019,               0.796,             0.72193,             0.74228,             0.29335,             0.28255,             0.14742,               0.995,               0.995,               0.995,             0.33096,              0.3763,             0.24808
                  92,            0.030552,            0.061301,            0.021373,             0.96584,             0.49185,             0.65672,             0.49725,            0.021334,            0.027935,            0.027009,             0.00181,             0.00181,             0.00181,               0.796,             0.72193,             0.74228,             0.29335,             0.28255,             0.14742,               0.995,               0.995,               0.995,             0.33096,              0.3763,             0.24808
                  93,            0.027386,            0.061821,            0.021753,             0.97015,             0.49189,             0.65493,             0.54862,            0.021592,            0.026784,            0.026887,             0.00172,             0.00172,             0.00172,             0.92019,             0.81451,               0.822,             0.29592,              0.2747,             0.16439,               0.995,               0.995,               0.995,             0.33389,              0.3934,              0.2173
                  94,            0.029313,            0.057785,            0.023194,             0.97015,             0.49189,             0.65493,             0.54862,            0.021592,            0.026784,            0.026887,             0.00163,             0.00163,             0.00163,             0.92019,             0.81451,               0.822,             0.29592,              0.2747,             0.16439,               0.995,               0.995,               0.995,             0.33389,              0.3934,              0.2173
                  95,            0.033558,            0.078332,            0.022922,             0.97107,                 0.5,             0.66953,             0.49795,            0.023075,            0.027633,             0.02675,             0.00154,             0.00154,             0.00154,             0.70476,             0.67971,             0.82978,             0.30439,             0.35326,             0.11579,               0.995,               0.995,               0.995,             0.37647,              0.4444,             0.21132
                  96,            0.032166,            0.080051,            0.021846,             0.97107,                 0.5,             0.66953,             0.49795,            0.023075,            0.027633,             0.02675,             0.00145,             0.00145,             0.00145,             0.70476,             0.67971,             0.82978,             0.30439,             0.35326,             0.11579,               0.995,               0.995,               0.995,             0.37647,              0.4444,             0.21132
                  97,            0.024877,            0.057585,            0.020519,             0.96872,                 0.5,             0.66833,             0.51751,            0.019519,            0.026105,            0.026685,             0.00136,             0.00136,             0.00136,             0.70273,             0.74526,             0.84129,             0.33882,              0.3594,             0.11757,               0.995,               0.995,               0.995,             0.37647,             0.45315,             0.19537
                  98,            0.025854,            0.055302,            0.023087,             0.96872,                 0.5,             0.66833,             0.51751,            0.019519,            0.026105,            0.026685,             0.00127,             0.00127,             0.00127,             0.70273,             0.74526,             0.84129,             0.33882,              0.3594,             0.11757,               0.995,               0.995,               0.995,             0.37647,             0.45315,             0.19537
                  99,            0.025681,            0.054508,            0.017982,             0.96926,                 0.5,             0.68678,             0.46994,            0.021572,            0.027072,            0.026562,             0.00118,             0.00118,             0.00118,             0.60322,             0.68482,              0.6845,             0.33819,             0.40474,             0.10416,               0.995,               0.995,               0.995,             0.41643,             0.52386,             0.19537
